idstd;id;panel;a4a;a6a;a4b;a6c;a6b;a1;country;lcu;a7a;a20y;b1;b3;b2a;b2b;b2c;b2d;b4;b4a;bmb1;bmb2;bmb3;bmb4;b5;b6;b6b;b7;b7a;d1a1a;d1a1x;d1a3;d2;n3;bmd1a;bmd1b;d3a;d3b;d3c;bmr2;bmr3;bmr4;bmr5;bmr6;bmr7;bmr8;e1;e2b;h1;h2;h5;bmh1;bmh2;bmh3;h8;h9;bmt3;k4;n5a;n5b;bmk6;k4b;n5c;n5d;k21;j6a;l1;l2;l4a1;l4a2;l4b;l5a;l5b;l5;l6;l6a;l8;l9b;l9b1;bml1a;bml1b;l10;bml2;l11a;l11a1;l11b;n2a;n2e;n2b;n2f;n2i;n2p;n2e1;n7a;bmge1;bmge2;d1a2;stratificationsizecode;stratificationsectorcode;Cyprus;Estonia;Greece;Italy;Latvia;Lithuania;Malta;Portugal;Slovak_rep;Slovenia;firm_age;manager_experience;top_manager_female;firm_size;sales;exportsDV;manufacturing;retail;other_services;food;garments;metal_products;machinery;other_manufacturing;R_D;product_innovation;fixed_asset;ln_sales;female_owners;family_firms
658618;1396;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);7;Small;Italy;Italy;Euro (EUR);;2017;Partnership;60;100;0;0;0;No;;0;;No;Yes;1999;6;1999;15;No;Manufacturing of ;Production Of Systems Of Industrial Automation, Production Of Manipulators And Handling Robots, Conveyor Belts, Auxiliary Equipments For Industrial Automation;90;2000000;1800000;Increase;5;50;25;25;;;;;;;;International;3;No;;No;No;Yes;No;No;;;No;;;No;Yes;100000;0;No;No;7;6;5;1;0;0;1;;No full-time seasonal or temporary workers;;;;7;;2;No;;;;;300000;350000;12000;Don't know (spontaneous);;800000;Don't know (spontaneous);500000;Don't know (spontaneous);Don't know (spontaneous);2915;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;22;15;0;7;2000000;1;0;0;0;0;0;0;1;0;1;0;2;15;0;0
658619;1398;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);12;Small;Italy;Italy;Euro (EUR);;2017;Limited partnership;70;100;0;0;0;Yes;50;0;;No;Yes;1968;10;1968;35;No;Manufacturing of ;Semi-Finished Products, Pneumatic Components And Aerodynamics, Production Of Pneumatic And Hydraulic Lifts;100;1500000;1300000;Stay the same;;70;20;10;;;;;;;;National Ð main product sold mostly across the country where establishment is located;15;Yes;Yes;No;No;No;No;;;;Yes;30000;0;No;Yes;15000;0;Yes;No;12;11;0;3;4;0;2;;No full-time seasonal or temporary workers;;;100;;;1;No;;;;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);300000;Don't know (spontaneous);Don't know (spontaneous);2915;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;53;35;0;12;1500000;1;0;0;0;0;0;0;1;0;0;1;1;14;1;0
658620;1454;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);15;Small;Italy;Italy;Euro (EUR);;2018;Partnership;100;100;0;0;0;No;;100;30;Yes;Yes;1989;5;1989;25;No;Manufacturing of ;Manufacture Of Volumetric Pumps;75;1500000;2000000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;15;15;4;4;0;2;4;;No full-time seasonal or temporary workers;;;100;;1;;No;;;;;600000;700000;12000;10000;;1350000;700000;800000;100000;Don't know (spontaneous);2912;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;32;25;0;15;1500000;0;0;0;0;0;0;0;1;0;0;0;2;14;0;1
658621;1464;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);16;Small;Italy;Italy;Euro (EUR);;2018;Partnership;70;100;0;0;0;No;;100;100;No;No;2005;6;2005;20;No;Manufacturing of ;Manufacturing Of Industrial Valves;100;1.70e+07;1.40e+07;Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;16;16;1;3;8;3;1;;No full-time seasonal or temporary workers;;;75;;1;;No;;;;;400000;6000000;4500000;400000;;1.23e+07;6000000;3.50e+07;3.50e+07;300000;2929;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;16;20;0;16;17000000;0;0;0;0;0;0;0;1;0;0;0;2;17;0;1
658622;1465;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);10;Small;Italy;Italy;Euro (EUR);;2018;Partnership;100;100;0;0;0;No;;100;20;Yes;Yes;1983;5;1983;30;No;Manufacturing of ;Manufacture Of Portable And Wheeled Fire Extinguishers;70;1000000;800000;Increase;5;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;10;10;0;8;0;0;1;;No full-time seasonal or temporary workers;;;100;;No one has a university degree;;No;;;;;300000;400000;10000;24000;;750000;400000;100000;150000;15000;2919;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;38;30;0;10;1000000;0;0;0;0;0;0;0;1;0;0;0;2;14;0;1
658623;1498;Fresh;Machinery & Equipment;Small;Precision instruments;10;Small;Italy;Italy;Euro (EUR);;2018;Partnership;70;100;0;0;0;No;;70;70;No;No;2003;1;2003;20;No;Manufacturing of ;Manufacturing Of Electronic Components For Lifts;80;5000000;4000000;Stay the same;;60;0;40;;;;;;;;National Ð main product sold mostly across the country where establishment is located;5;No;;No;No;No;No;;;;No;;;No;No;;;No;No;10;10;1;5;2;2;0;;No full-time seasonal or temporary workers;;;60;;;1;No;;;;;250000;300000;Don't know (spontaneous);Don't know (spontaneous);;3500000;300000;1000000;Don't know (spontaneous);Don't know (spontaneous);3312;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;18;20;0;10;5000000;1;0;0;0;0;0;0;1;0;0;0;2;15;0;1
658624;1524;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);5;Small;Italy;Italy;Euro (EUR);;2018;Partnership;100;100;0;0;0;No;;100;100;No;No;2000;2;2000;18;No;Manufacturing of ;Manufacturing Of Labelers, Palletizers, Case Packers And Mechanic Assemblies;70;1500000;1300000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;10;No;;No;No;No;No;;;;No;;;No;No;;;No;No;5;5;1;2;0;2;2;;No full-time seasonal or temporary workers;;;;3;;2;No;;;;;160000;Don't know (spontaneous);100000;Don't know (spontaneous);;350000;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2922;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;21;18;0;5;1500000;0;0;0;0;0;0;0;1;0;0;0;2;14;0;1
658625;1532;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);7;Small;Italy;Italy;Euro (EUR);;2017;Partnership;80;100;0;0;0;Yes;20;80;80;No;No;2011;4;2011;8;No;Manufacturing of ;Manufacturing Of Motors For Boats;100;463000;Don't know (spontaneous);Decrease;15;80;20;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;Yes;No;Yes;No;No;;;No;;;No;No;;;No;No;7;7;0;2;3;0;1;;No full-time seasonal or temporary workers;;;;7;;2;No;;;;;170000;Don't know (spontaneous);3000;1000;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2911;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;10;8;0;7;463000;1;0;0;0;0;0;0;1;0;1;0;2;13;1;1
658626;1542;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);8;Small;Italy;Italy;Euro (EUR);;2018;Partnership;100;100;0;0;0;Yes;100;100;100;No;No;2013;4;2013;10;Yes;Manufacturing of ;Manufacturing Of Components For Lifts;80;1600000;1300000;Increase;10;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;15;No;;No;No;No;No;;;;No;;;No;No;;;No;No;8;5;0;2;4;2;2;;No full-time seasonal or temporary workers;;;80;;;1;No;;;;;160000;300000;Don't know (spontaneous);Don't know (spontaneous);;500000;250000;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2915;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;8;10;1;8;1600000;0;0;0;0;0;0;0;1;0;0;0;2;14;1;1
658627;1562;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);5;Small;Italy;Italy;Euro (EUR);;2017;Shareholding company with shares traded on the stock market;100;100;0;0;0;No;;100;100;No;No;2015;6;2015;5;No;Manufacturing of ;Production Of Industrial Refrigerators;100;516000;450000;Decrease;10;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;1;No;;No;No;No;No;;;;Yes;22000;0;No;Yes;23000;0;Yes;No;5;6;0;4;0;0;1;;5;1;12;;2;;No one has a university degree;No;;;;;12000;4000;1000;3000;;165000;40000;70000;2500;0;2919;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;6;5;0;5;516000;0;0;0;0;0;0;0;1;0;0;0;1;13;0;1
658628;1586;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);8;Small;Italy;Italy;Euro (EUR);;2016;Partnership;70;100;0;0;0;Yes;30;70;70;Yes;No;1982;10;1982;30;No;Manufacturing of ;Light And Heavy Carpentry, Manufacturing Of Pistons, Bushings, Automatic Machines Such As Coveyor Belts And Bogies, Lifting And Support Equipment;100;900000;1500000;Decrease;10;65;15;20;;;;;;;;National Ð main product sold mostly across the country where establishment is located;5;No;;No;No;No;No;;;;Yes;5000;0;No;No;;;No;No;8;8;2;2;1;1;1;;8;2;Don't know (spontaneous);100;;;2;Yes;Job-specific technical skills;100;;100;200000;Don't know (spontaneous);6000;4000;;Don't know (spontaneous);Don't know (spontaneous);300000;Don't know (spontaneous);Don't know (spontaneous);2915;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;39;30;0;8;900000;1;0;0;0;0;0;0;1;0;0;0;1;14;1;1
658629;1617;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);10;Small;Italy;Italy;Euro (EUR);;2017;Partnership;60;100;0;0;0;No;;0;;Yes;Yes;2006;6;2006;6;No;Manufacturing of ;Manufacture Of Agricultural, Stockbreeding And Forestry Machinery;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;50;0;50;;;;;;;;International;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;10;6;0;5;0;0;0;;No full-time seasonal or temporary workers;;;100;;;1;No;;;;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2921;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;15;6;0;10;;1;0;0;0;0;0;0;1;0;0;0;2;;0;0
658630;1627;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);10;Small;Italy;Italy;Euro (EUR);;2017;Shareholding company with shares traded on the stock market;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);No;;80;80;No;Yes;2011;8;2011;30;No;Manufacturing of ;Machines, Plants And Equipments For Food Industry, Bakeries And Pastry Shops;80;1167000;1000678;Stay the same;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;Don't know (spontaneous);;;Don't know (spontaneous);No;;;No;No;7;5;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;No full-time seasonal or temporary workers;;;80;;;1;No;;;;;125000;200000;4000;3000;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2925;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;10;30;0;7;1167000;;0;0;0;0;0;0;1;0;0;0;;14;0;1
658631;1651;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);13;Small;Italy;Italy;Euro (EUR);;2018;Partnership;20;100;0;0;0;Yes;60;60;60;No;Yes;1968;2;1968;50;No;Manufacturing of ;Industry Of Parts And Accessories For Freight Elevator And Lifts, Including Emergency Devices;100;8000000;1200000;Decrease;15;10;10;80;;;;;;;;International;10;Yes;Yes;No;No;No;No;;;;No;;;No;No;;;No;No;13;14;3;3;3;Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);;;100;;;2;No;;;;;400000;350000;10000;0;;850000;350000;Don't know (spontaneous);Don't know (spontaneous);0;2915;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;53;50;0;13;8000000;1;0;0;0;0;0;0;1;0;0;1;2;16;1;1
658632;1685;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);15;Small;Italy;Italy;Euro (EUR);;2017;Partnership;80;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Yes;20;50;30;No;Yes;1946;10;1946;15;No;Manufacturing of ;Manufacture Of Agricultural, Stockbreeding And Forestry Machinery, Transformation Of Fruit;90;1950000;1450000;Stay the same;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;;;;;;;International;Don't know (spontaneous);No;;No;No;Don't know (spontaneous);Don't know (spontaneous);No;;;Don't know (spontaneous);;;Don't know (spontaneous);No;;;No;No;9;7;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;No full-time seasonal or temporary workers;;;80;;;1;No;;;;;300000;800000;5000;7000;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2921;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;75;15;0;9;1950000;;0;0;0;0;0;0;1;0;;0;;14;1;0
658633;1686;Fresh;Machinery & Equipment;Small;Precision instruments;12;Small;Italy;Italy;Euro (EUR);;2017;Partnership;70;100;0;0;0;No;;0;;Yes;No;2007;8;2007;10;No;Manufacturing of ;Machines And Equipments For Optical Industry And For Opticians, For Watchmaking Industry And For Jewelry Industry;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;50;0;50;;;;;;;;International;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;12;16;8;0;0;0;0;;No full-time seasonal or temporary workers;;;100;;;1;No;;;;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);3320;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;14;10;0;12;;1;0;0;0;0;0;0;1;0;0;0;2;;0;0
658634;1698;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);10;Small;Italy;Italy;Euro (EUR);;2017;Partnership;60;100;0;0;0;Yes;30;50;50;Yes;No;1997;8;1997;20;No;Manufacturing of ;Manufacturing And Maintenance Of Earth-Moving Machines;100;420000;350000;Stay the same;;60;0;40;;;;;;;;International;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;10;10;0;8;0;0;0;;No full-time seasonal or temporary workers;;;100;;;1;No;;;;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2924;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;24;20;0;10;420000;1;0;0;0;0;0;0;1;0;0;0;2;13;1;0
658635;1704;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);16;Small;Italy;Italy;Euro (EUR);;2017;Partnership;60;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);No;;0;;Yes;Yes;2004;12;2004;10;No;Manufacturing of ;Manufacturing Of Fluid Dynamic Lifting Machines, Pulley Tackle And Hoists;90;2.20e+07;2.00e+07;Stay the same;;50;30;20;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;10;9;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);0;0;;No full-time seasonal or temporary workers;;;80;;;1;Yes;Job-specific technical skills;80;;80;200000;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2915;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;17;10;0;10;22000000;1;0;0;0;0;0;0;1;0;0;0;2;17;0;0
658636;1708;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);15;Small;Italy;Italy;Euro (EUR);;2017;Partnership;60;100;0;0;0;No;;0;;No;No;2013;10;2013;5;No;Manufacturing of ;Manufacturing Of Water Purification Plants;85;18000;Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;20;No;;No;No;No;No;;;;No;;;No;No;;;No;No;15;10;14;0;0;0;1;;No full-time seasonal or temporary workers;;;100;;100;;No;;;;;Don't know (spontaneous);2000;3000;500;;16000;100000;10000;Don't know (spontaneous);Don't know (spontaneous);2925;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;8;5;0;15;18000;0;0;0;0;0;0;0;1;0;0;0;2;10;0;0
658637;1721;Fresh;Machinery & Equipment;Small;Fabricated metal products;20;Medium;Italy;Italy;Euro (EUR);;2017;Partnership;60;100;0;0;0;No;;0;;Yes;Yes;2013;15;2013;6;No;Manufacturing of ;Production Of Medium And Heavy Metal Structural Work;80;540000;Don't know (spontaneous);Stay the same;;50;0;50;No;;No;;;;No;International;Too many to count;No;;No;Yes;No;No;;;;No;;;No;No;;;No;No;20;15;10;6;0;0;0;;No full-time seasonal or temporary workers;;;100;;100;;No;;;;;25000;40000;25000;7000;;150000;100000;40000;Don't know (spontaneous);Don't know (spontaneous);2811;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;8;6;0;20;540000;1;0;0;0;0;0;0;1;0;0;0;2;13;0;0
658638;1753;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);12;Small;Italy;Italy;Euro (EUR);;2017;Shareholding company with shares traded on the stock market;100;100;0;0;0;No;;0;;No;No;2008;8;2008;11;No;Manufacturing of ;Manufacturing Of Marble Working Machines;100;500000;200000;Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;12;8;9;0;0;0;0;;No full-time seasonal or temporary workers;;;100;;100;;No;;;;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2922;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;13;11;0;12;500000;0;0;0;0;0;0;0;1;0;0;0;2;13;0;0
658639;1770;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);10;Small;Italy;Italy;Euro (EUR);;2017;Partnership;60;100;0;0;0;No;;0;;No;No;1983;6;1983;20;No;Manufacturing of ;Manufacturing Of Water Treatment Machines;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;10;7;9;0;0;0;1;;No full-time seasonal or temporary workers;;;100;;100;;No;;;;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2925;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;38;20;0;10;;0;0;0;0;0;0;0;1;0;0;0;2;;0;0
658640;1776;Fresh;Machinery & Equipment;Small;Electronics (31-32);15;Small;Italy;Italy;Euro (EUR);;2017;Partnership;60;100;0;0;0;No;;0;;Yes;Yes;2014;10;2014;10;No;Manufacturing of ;Installation Of Electronic Equipments For Telecommunication, Broadcast Transmitter-Receivers Or Transmitters;100;634000;500670;Stay the same;;50;50;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;15;5;0;10;0;0;0;;No full-time seasonal or temporary workers;;;100;;;1;No;;;;;140000;100000;Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);3230;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;7;10;0;15;634000;1;0;0;0;0;0;0;1;0;0;0;2;13;0;0
658641;1779;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);6;Small;Italy;Italy;Euro (EUR);;2017;Partnership;65;100;0;0;0;No;;0;;No;No;1992;3;1992;12;No;Manufacturing of ;Water Filtering Machinery;100;Don't know (spontaneous);30000;Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;6;5;5;0;0;0;1;;No full-time seasonal or temporary workers;;;100;;90;;No;;;;;Don't know (spontaneous);50000;20000;Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);18000;Don't know (spontaneous);2925;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;29;12;0;6;;0;0;0;0;0;0;0;1;0;0;0;2;;0;0
658642;1799;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);18;Small;Italy;Italy;Euro (EUR);;2017;Partnership;80;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);No;;0;;Yes;Yes;2011;11;2011;12;No;Manufacturing of ;Plants And Equipments For Packaging And Filling Of Cans;90;1046500;946890;Stay the same;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;No;No;No;;;;Don't know (spontaneous);;;No;No;;;No;No;10;8;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;No full-time seasonal or temporary workers;;;70;;;1;Yes;Foreign language skills;70;;70;500000;100000;Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2919;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;10;12;0;10;1046500;;0;0;0;0;0;0;1;0;0;0;;14;0;0
658643;1822;Fresh;Machinery & Equipment;Small;Machinery and equipment (29-30);8;Small;Italy;Italy;Euro (EUR);;2018;Partnership;50;100;0;0;0;No;;0;;No;No;2003;8;2003;20;No;Manufacturing of ;Design And Construction Of Mechanical Machines For The Fruit And Vegetable Industry (Palletizers, Strapping Machines, Bins Dumpers);100;1200000;1000000;Stay the same;;70;10;20;;;;;;;;International;Don't know (spontaneous);No;;No;No;No;No;;;;No;;;No;No;;;No;No;8;8;5;0;0;2;2;;No full-time seasonal or temporary workers;;;;8;;3;No;;;;;200000;500000;80000;Don't know (spontaneous);;1130000;Don't know (spontaneous);3000000;Don't know (spontaneous);Don't know (spontaneous);2929;Small (5-19);3;0;0;0;1;0;0;0;0;0;0;18;20;0;8;1200000;1;0;0;0;0;0;0;1;0;0;0;2;14;0;0
